pid	toefl	gre	undergra_major	undergra_grade	school	degree	major	apply_result
876	108.0	325.0	Spanish	3.85	University of California  San Diego	ma	Latin American Studies	reject
876	108.0	325.0	Spanish	3.85	Columbia University	ma	Latin American Studies	reject
876	108.0	325.0	Spanish	3.85	University of Florida	ma	Latin American Studies	ad
877	105.0	329.0	Public relations	3.52	Johns Hopkins University	ma	Public Administration	offer
877	105.0	329.0	Public relations	3.52	University of Southern California	ma	Public Policy Analysis	offer
878	103.0	323.0	Journalism	3.4	Columbia University	ma	international affairs	reject
879	108.0	323.0	statistics	3.71	New York University	ms	Applied Statistics	ad
879	108.0	323.0	statistics	3.71	Columbia University	ma	Statistics	ad
879	108.0	323.0	statistics	3.71	University of Arizona	ms	Statistics	ad
879	108.0	323.0	statistics	3.71	University of California  Los Angeles	ms	Statistics	reject
879	108.0	323.0	statistics	3.71	University of Washington	ms	Statistics	reject
879	108.0	323.0	statistics	3.71	University of British Columbia	ms	Statistics	reject
879	108.0	323.0	statistics	3.71	University of Waterloo	ms	Statistics	offer
880	95.0	315.0	Land resource management	3.45	Indiana University	mpa	Public Affairs	ad
881	110.0	325.0	Media English	2.52	University of Texas  Austin	ma	Advertising	ad
881	110.0	325.0	Media English	2.52	New York University	ma	Media Culture and Communication	reject
881	110.0	325.0	Media English	2.52	Boston University	ma	Emerging Media Studies	ad
881	110.0	325.0	Media English	2.52	University of Southern California	ma	Communication Management	ad
881	110.0	325.0	Media English	2.52	Carnegie Mellon University	ma	Entertainment Industry Management	reject
881	110.0	325.0	Media English	2.52	Columbia University	ms	Strategic Communication	ad
881	110.0	325.0	Media English	2.52	Northwestern University	ms	Integrated Marketing Communications	ad
881	110.0	325.0	Media English	2.52	University of Southern California	ms	Digital Social Media	ad
882	112.0	332.0	International Politics	3.62	New York University	mpa	Public Administration	ad
882	112.0	332.0	International Politics	3.62	Georgetown University	mpp	Public Policy Analysis	ad
882	112.0	332.0	International Politics	3.62	University of Southern California	mpp	Public Policy Analysis	offer
882	112.0	332.0	International Politics	3.62	University of Maryland  College Park	mpp	Public Policy Analysis	offer
882	112.0	332.0	International Politics	3.62	Johns Hopkins University SAIS	ma	MA in International Development	ad
882	112.0	332.0	International Politics	3.62	Columbia University SIPA	mpa	Public Administration	ad
882	112.0	332.0	International Politics	3.62	Cornell University CIPA	mpa	Public Administration	ad
884	90.0	314.0	Software engineering	3.3796	NYU Polytechnic School of Engineering	ma	Computer Science	ad
885	113.0	328.0	news	3.79	University of Michigan  Ann Arbor	ms	Survey Methodology	ad
885	113.0	328.0	news	3.79	Northeastern University	ma	Sociology	ad
885	113.0	328.0	news	3.79	New York University	ma	Applied Quantitative Research	ad
885	113.0	328.0	news	3.79	University of Chicago	ma	Mapss	ad
885	113.0	328.0	news	3.79	Boston College	ma	Sociology	ad
885	113.0	328.0	news	3.79	Boston University	ma	Sociology	reject
885	113.0	328.0	news	3.79	University of California  Los Angeles	ma	Social Sciences	ad
885	113.0	328.0	news	3.79	University of Chicago	ma	Computational Social Science	ad
885	113.0	328.0	news	3.79	Columbia University	ma	Quantitative methods in the Social Sciences	ad
885	113.0	328.0	news	3.79	Brown University	ms	Social Analysis and Research	ad
886	110.0	322.0	international economy and trading	3.6	University of Rochester	ms	Finance	ad
886	110.0	322.0	international economy and trading	3.6	The Pennsylvania State University	ma	Economics and Econometrics	ad
886	110.0	322.0	international economy and trading	3.6	University of Chicago	ma	Economics and Econometrics	ad
886	110.0	322.0	international economy and trading	3.6	Washington University in St Louis	ms	Finance	ad
886	110.0	322.0	international economy and trading	3.6	SUNY Stony Brook University	ma	Economics and Econometrics	ad
886	110.0	322.0	international economy and trading	3.6	University of Texas  Austin	ma	Economics and Econometrics	ad
887	104.0	323.0	civil Engineering	3.56	University of California  San Diego	ms	Structural Engineering	ad
887	104.0	323.0	civil Engineering	3.56	University of Michigan  Ann Arbor	ms	Architecture	reject
887	104.0	323.0	civil Engineering	3.56	University of Texas  Austin	ms	Architecture	reject
887	104.0	323.0	civil Engineering	3.56	Virginia Tech	ms	Architecture	ad
887	104.0	323.0	civil Engineering	3.56	Georgia Institute of Technology	ms	Architecture	ad
887	104.0	323.0	civil Engineering	3.56	University of Virginia	ms	Architecture	reject
887	104.0	323.0	civil Engineering	3.56	Washington University in St Louis	ms	Architecture	ad
888	105.0	325.0	economic	3.5	Northeastern University	ms	Economics and Econometrics	ad
888	105.0	325.0	economic	3.5	George Washington University	ms	Statistics	ad
888	105.0	325.0	economic	3.5	University of Texas  Austin	ma	Economics and Econometrics	ad
888	105.0	325.0	economic	3.5	Duke University	ma	Economics and Econometrics	reject
888	105.0	325.0	economic	3.5	Boston University	ma	MAEP	ad
888	105.0	325.0	economic	3.5	Georgetown University	ma	Applied Economics	ad
888	105.0	325.0	economic	3.5	University of Southern California	ma	Economics and Econometrics	ad
889	109.0	327.0	Management, a non-mainstream profession	3.6	University of Cambridge	ms	Finance	ad
889	109.0	327.0	Management, a non-mainstream profession	3.6	Columbia University	mpa	IEFP	ad
890	102.0	322.0	Traffic Engineering	3.52	University of Washington	ms	Civil Engineering	ad
890	102.0	322.0	Traffic Engineering	3.52	University of Florida	ms	Civil Engineering	ad
890	102.0	322.0	Traffic Engineering	3.52	University of Southern California	ms	Civil Engineering	ad
890	102.0	322.0	Traffic Engineering	3.52	Cornell University	ms	Civil Engineering	ad
890	102.0	322.0	Traffic Engineering	3.52	Purdue University	ms	Civil Engineering	ad
891	99.0	321.0	Industrial engineering	3.59	The Pennsylvania State University	ms	Industrial Engineering	ad
892	104.0	323.0	Chemistry	3.75	Duke University	phd	Chemistry	offer
893	106.0	326.0	Industrial design	3.48	Georgia Institute of Technology	ms	Digital Media	ad
894	112.0	331.0	Economics	3.8	University of Minnesota  Twin Cities	phd	Economics	reject
894	112.0	331.0	Economics	3.8	Massachusetts Institute of Technology	phd	Economics	reject
895	97.0	320.0	Polymer Materials	3.6	Clemson University	ms	Materials Engineering	ad
895	97.0	320.0	Polymer Materials	3.6	Boston University	ms	Materials Engineering	ad
895	97.0	320.0	Polymer Materials	3.6	The Pennsylvania State University	ms	Materials Engineering	ad
896	98.0	314.0	Administration	4.0	University of Washington	mpa	Public Administration	ad
896	98.0	314.0	Administration	4.0	University of California  San Diego	mpp	Public Policy Analysis	ad
896	98.0	314.0	Administration	4.0	Pepperdine University	mpp	Public Policy Analysis	offer
896	98.0	314.0	Administration	4.0	University of Miami	mpa	Public Administration	ad
896	98.0	314.0	Administration	4.0	SUNY Binghamton University	mpa	Public Administration	ad
897	105.0	321.0	Chemistry	3.84	The Pennsylvania State University	phd	Chemistry	offer
897	105.0	321.0	Chemistry	3.84	University of California  Santa Barbara	phd	Chemistry	offer
897	105.0	321.0	Chemistry	3.84	Purdue University	phd	Chemistry	offer
897	105.0	321.0	Chemistry	3.84	University of Utah	phd	Chemistry	offer
898	93.0	323.0	Environmental Engineering	3.73	Johns Hopkins University	ms	Environmental Engineering	ad
898	93.0	323.0	Environmental Engineering	3.73	Duke University	meng	Environmental Engineering	ad
898	93.0	323.0	Environmental Engineering	3.73	University of Southern California	ms	Environmental Engineering	offer
898	93.0	323.0	Environmental Engineering	3.73	University of Michigan  Ann Arbor	ms	Environmental Engineering	offer
898	93.0	323.0	Environmental Engineering	3.73	University of Washington	ms	Environmental Engineering	offer
899	108.0	331.0	Financial Management	3.54	University of Utah	ms	Finance	ad
900	106.0	323.0	economics	3.75	University of Illinois at UrbanaChampaign	ms	MSPE	ad
900	106.0	323.0	economics	3.75	University of Virginia	phd	Economics and Econometrics	reject
900	106.0	323.0	economics	3.75	New York University	ma	Economics and Econometrics	ad
901	97.0	320.0	Vehicle and electrical double degree	3.48	Carnegie Mellon University	phd	Mechanical Engineering	reject
901	97.0	320.0	Vehicle and electrical double degree	3.48	University of Connecticut	phd	Mechanical Engineering	reject
901	97.0	320.0	Vehicle and electrical double degree	3.48	Clemson University	phd	Automotive Engineering Technician	reject
901	97.0	320.0	Vehicle and electrical double degree	3.48	Purdue University	phd	Mechanical Engineering	reject
901	97.0	320.0	Vehicle and electrical double degree	3.48	Ohio State University	phd	Mechanical Engineering	reject
901	97.0	320.0	Vehicle and electrical double degree	3.48	National University of Singapore	phd	Mechanical Engineering	reject
901	97.0	320.0	Vehicle and electrical double degree	3.48	University of Cincinnati	phd	Mechanical Engineering	reject
901	97.0	320.0	Vehicle and electrical double degree	3.48	University of Tulsa	phd	Mechanical Engineering	reject
902	104.0	313.0	Law	3.2	New York University	ma	Digital Media Design for Learning	offer
903	111.0	326.0	Chemistry	3.94	Columbia University	phd	Chemistry	offer
903	111.0	326.0	Chemistry	3.94	Cornell University	phd	Chemistry	offer
903	111.0	326.0	Chemistry	3.94	University of California  Los Angeles	phd	Chemistry	offer
904	118.0	328.0	psychology	3.925	University of California  Berkeley	phd	Social Psychology	reject
905	95.0	317.0	Chemical Engineering and Technology	3.35		phd	Chemical Engineering	offer
906	101.0	319.0	civil Engineering	3.29	Washington University in St Louis	ms	Engineering management	ad
906	101.0	319.0	civil Engineering	3.29	Northwestern University	ms	project management	ad
907	106.0	314.0	Archtectural Design	3.68	University of Michigan  Ann Arbor	ma	Architecture	ad
907	106.0	314.0	Archtectural Design	3.68	Yale University	ma	Architecture	reject
908	106.0	327.0	food	3.56	Columbia University	mph	Epidemiology	ad
908	106.0	327.0	food	3.56	Boston University	ms	Nutrition and Metabolism	ad
908	106.0	327.0	food	3.56	Johns Hopkins University	mhs	Epidemiology	ad
908	106.0	327.0	food	3.56	Brown University	ms	Epidemiology	reject
909	105.0	325.0	Surveying Engineering	3.88	Carnegie Mellon University	ms	Robotics and Automation Engineering	reject
910	104.0	322.0	Medical device engineering	3.52	Columbia University	ms	BME	ad
910	104.0	322.0	Medical device engineering	3.52	Cornell University	meng	BME	ad
910	104.0	322.0	Medical device engineering	3.52	Washington University in St Louis	ms	BME	ad
911	113.0	327.0	Biochemistry	3.8	Columbia University	ms	biostatistics	ad
912	91.0	318.0	electric	3.6660000000000004	University of Texas  Austin	phd	Electrical and Electronics Engineering	ad
914	105.0	326.0	psychology	3.516	Arizona State University	ma	Psychology	reject
915	102.0	330.0	food	3.428	University of California  San Diego	ms	Chemical Engineering	ad
915	102.0	330.0	food	3.428	Cornell University	meng	Chemical Engineering	ad
915	102.0	330.0	food	3.428	Northeastern University	ms	Chemical Engineering	ad
915	102.0	330.0	food	3.428	Columbia University	ms	Chemical Engineering	ad
915	102.0	330.0	food	3.428	Stanford University	meng	Chemical Engineering	reject
915	102.0	330.0	food	3.428	Carnegie Mellon University	ms	Chemical Engineering	reject
915	102.0	330.0	food	3.428	University of California  Davis	phd	Food Science	reject
915	102.0	330.0	food	3.428	University of Pennsylvania	ms	Chemical Engineering	reject
915	102.0	330.0	food	3.428	University of Southern California	ms	Chemical Engineering	ad
916	108.0	322.0	English Education	3.6	University of Pennsylvania	ms	counseling and mental health services	ad
916	108.0	322.0	English Education	3.6	New York University	med	bilingual school counseling	ad
916	108.0	322.0	English Education	3.6	Boston University	med	Mental Health Counseling	ad
916	108.0	322.0	English Education	3.6	Columbia University	med	Mental Health Counseling	reject
917	101.0	325.0	English	3.8	Boston University	ms	Mass Communication	ad
917	101.0	325.0	English	3.8	New York University	ms	Public Relations and Corporate Communication	ad
917	101.0	325.0	English	3.8	University of Florida	ma	International Communication	ad
918	104.0	332.0	Biopharmaceutical base class	3.4175999999999997	University of Minnesota  Twin Cities	phd	Pharmaceutics	offer
918	104.0	332.0	Biopharmaceutical base class	3.4175999999999997	University of North Carolina at Chapel Hill	phd	Molecular Pharmaceutics and pharmaceutical engineering	reject
918	104.0	332.0	Biopharmaceutical base class	3.4175999999999997	University of Toronto	ms	Biochemistry and Molecular Biology	reject
919	85.0	306.0	Software engineering	3.372	University of Washington	ms	Computer Science	reject
920	113.0	331.0	news	3.6919999999999997	Boston University	ma	Mass Communication	ad
920	113.0	331.0	news	3.6919999999999997	Georgetown University	ma	CCT	ad
920	113.0	331.0	news	3.6919999999999997	University of North Carolina at Chapel H	ma	Mass Communication	ad
920	113.0	331.0	news	3.6919999999999997	University of Southern California	ma	Communication Management	ad
920	113.0	331.0	news	3.6919999999999997	The University of Warwick	ma	Business Analytics	ad
920	113.0	331.0	news	3.6919999999999997	Northwestern University	ma	IMC	ad
920	113.0	331.0	news	3.6919999999999997	London School of Economics and Political	ma	Media and Communication	ad
921	106.0	325.0	financial	3.6	Duke University	ma	Finance	ad
922	96.0	320.0	Communication usually	3.67	University of Ottawa	meng	electrical and computer engineering	offer
922	96.0	320.0	Communication usually	3.67	University of Southern California	ms	cyber security engineering	offer
923	96.0	317.0	Mechanics	3.43	Case Western Reserve University	ms	Mechanical Engineering	ad
923	96.0	317.0	Mechanics	3.43	University of Florida	ms	Mechanical Engineering	reject
923	96.0	317.0	Mechanics	3.43	Washington University in St Louis	ms	Mechanical Engineering	ad
923	96.0	317.0	Mechanics	3.43	Carnegie Mellon University	ms	Mechanical Engineering	reject
923	96.0	317.0	Mechanics	3.43	Texas AM University	ms	Mechanical Engineering	reject
923	96.0	317.0	Mechanics	3.43	Tufts University	ms	Mechanical Engineering	ad
924	110.0	328.0	economic	3.6	Cornell University	ms	Agricultural Economics	offer
924	110.0	328.0	economic	3.6	Duke University	ms	MAPE	offer
925	99.0	320.0	Chemical Engineering and Technology	3.372	Ohio State University	ms	Chemical Engineering	offer
926	93.0	316.0	English	3.71	University of Florida	ms	Materials Engineering	ad
927	93.0	316.0	Geographic information system	1.64	North Carolina State University	ms	Computer Science	ad
928	104.0	331.0	anthropology	3.99	University College London	ms	Social and Cultural Anthropology	offer
928	104.0	331.0	anthropology	3.99	Brandeis University	ma	Anthropology	reject
928	104.0	331.0	anthropology	3.99	University of Cambridge	mphil	Social Anthropology	reject
928	104.0	331.0	anthropology	3.99	University of Chicago	ma	MAPSS	ad
928	104.0	331.0	anthropology	3.99	University of Oxford	ms	Social Anthropology	reject
928	104.0	331.0	anthropology	3.99	Columbia University	ma	Anthropology	ad
928	104.0	331.0	anthropology	3.99	University of British Columbia	ma	Anthropology	reject
928	104.0	331.0	anthropology	3.99	University of Oxford	mphil	Social Anthropology	ad
929	80.0	311.0	International Economic Law	3.22	CUNY Graduate School and University Center	ma	Political Science	offer
930	94.0	319.0	Traffic Engineering	3.4	The Pennsylvania State University	meng	transportation engineering	offer
931	97.0	322.0	Chemistry	3.7	University of California  Los Angeles	phd	Chemistry	offer
932	95.0	318.0	material	3.68	SUNY Stony Brook University	phd	Chemistry	offer
932	95.0	318.0	material	3.68	University of Pittsburgh	phd	Chemistry	offer
932	95.0	318.0	material	3.68	Emory University	phd	Chemistry	reject
932	95.0	318.0	material	3.68	University of Chicago	phd	Chemistry	reject
932	95.0	318.0	material	3.68	Boston College	phd	Chemistry	offer
932	95.0	318.0	material	3.68	University of Maryland  College Park	phd	Chemistry	offer
932	95.0	318.0	material	3.68	Rice University	phd	Chemistry	reject
932	95.0	318.0	material	3.68	Ohio State University	phd	Chemistry	offer
932	95.0	318.0	material	3.68	Northwestern University	phd	Materials Science	reject
932	95.0	318.0	material	3.68	University of Florida	phd	Chemistry	reject
933	98.0	325.0	Theory and applied mechanics	3.6	University of Minnesota  Twin Cities	phd	Mechanical Engineering	ad
934	107.0	323.0	human resource Management	3.4		med	Tesol	offer
935	105.0	323.0	CS	3.84	Washington University in St Louis	phd	Computer Science	offer
935	105.0	323.0	CS	3.84	Ohio State University	phd	Computer Science	offer
936	111.0	330.0	English	3.82	The City University of New YorkCUNY	phd	Linguistics	offer
936	111.0	330.0	English	3.82	Boston University	phd	Linguistics Interpretation and Translation	offer
936	111.0	330.0	English	3.82	University of Delaware	phd	Linguistics Interpretation and Translation	offer
937	101.0	319.0	architecture	3.3	Rhode Island School of Design	ma	Architecture	ad
938	103.0	315.0	Advertising	3.53	University of Michigan  Ann Arbor	ms	HumanComputer Interaction	ad
939	107.0	326.0	ECON	3.83	University of Southern California	ms	Economics and Econometrics	ad
940	100.0	320.0	English	3.6	University of Rochester	ms	higher education	ad
941	103.0	332.0	finance	3.91	Cornell University	ma	Public Administration	ad
941	103.0	332.0	finance	3.91	Johns Hopkins University	ma	Public Policy Analysis	ad
941	103.0	332.0	finance	3.91	University of California  Los Angeles	ma	Public Policy Analysis	ad
941	103.0	332.0	finance	3.91	Georgetown University	ma	Public Policy Analysis	ad
941	103.0	332.0	finance	3.91	New York University	ma	Public Administration	ad
941	103.0	332.0	finance	3.91	Johns Hopkins University	ma	Finance	ad
941	103.0	332.0	finance	3.91	Case Western Reserve University	ms	Finance	ad
942	101.0	320.0	EE	2.0	Columbia University	ms	Electrical and Electronics Engineering	ad
943	102.0	330.0	Basic Medicine	3.35	University of California  Los Angeles	phd	Epidemiology	offer
944	107.0	318.0	Information management and information system	3.27	Syracuse University	ms	Information Management	ad
944	107.0	318.0	Information management and information system	3.27	Washington University in St Louis	ms	Information System Management	ad
944	107.0	318.0	Information management and information system	3.27	Wilfrid Laurier University	mba	Business Administration and Management	reject
944	107.0	318.0	Information management and information system	3.27	University of Toronto	ms	Management Information Systems	reject
944	107.0	318.0	Information management and information system	3.27	University of Maryland  College Park	ms	Management Information Systems	offer
944	107.0	318.0	Information management and information system	3.27	University of Pittsburgh	ms	Management Information Systems	ad
945	106.0	322.0	accounting	3.52	Duke University	ma	Economics and Econometrics	ad
945	106.0	322.0	accounting	3.52	Vanderbilt University	ma	Economic Development	ad
945	106.0	322.0	accounting	3.52	Tufts University	ma	Economics and Econometrics	ad
945	106.0	322.0	accounting	3.52	University of Michigan  Ann Arbor	ma	Economics and Econometrics	ad
945	106.0	322.0	accounting	3.52	Queens University	ms	Accounting	ad
945	106.0	322.0	accounting	3.52	New York University	ma	Economics and Econometrics	reject
945	106.0	322.0	accounting	3.52	Georgetown University	ma	Economics and Econometrics	reject
946	96.0	316.0	CS	3.3512	North Carolina State University	phd	Computer Science	offer
947	108.0	320.0	English teacher	3.6	Boston University	ma	Linguistics Interpretation and Translation	ad
947	108.0	320.0	English teacher	3.6	Northwestern University	ma	Linguistics Interpretation and Translation	reject
948	105.0	321.0	Economics	3.57	Georgetown University	ms	Public Policy Analysis	ad
948	105.0	321.0	Economics	3.57	University of Illinois at UrbanaChampaign	ma	Economic Development	ad
948	105.0	321.0	Economics	3.57	Boston University	ma	Economic Development	ad
948	105.0	321.0	Economics	3.57	University of California  San Diego	ms	Public Policy Analysis	ad
949	106.0	325.0	PR	3.94	Northwestern University	ms	Integrated Marketing Communication	ad
949	106.0	325.0	PR	3.94	University of Southern California	ms	Communication Management	ad
949	106.0	325.0	PR	3.94	Boston University	ms	Marketing Analytics	ad
949	106.0	325.0	PR	3.94	Syracuse University	ms	Marketing	ad
949	106.0	325.0	PR	3.94	University of Bristol	ms	Marketing	offer
949	106.0	325.0	PR	3.94	University of Leeds	ms	Consumer Analytics and Marketing Strategy	offer
949	106.0	325.0	PR	3.94	Columbia University	ms	Strategic Communication	ad
949	106.0	325.0	PR	3.94	Johns Hopkins University	ms	Marketing	ad
950	102.0	318.0	Material chemistry (partial physics)	3.36	NYU Polytechnic School of Engineering	phd	Chemical and Biological Engineering	offer
951	100.0	320.0	Bachelor of Engineering	3.1	Harvard University	ma	MDes  Technology	ad
951	100.0	320.0	Bachelor of Engineering	3.1	University of Michigan  Ann Arbor	ma	2year MArch	ad
951	100.0	320.0	Bachelor of Engineering	3.1	University of California  Los Angeles	ma	March II	offer
952	106.0	327.0	Applied Physics	3.728	The Pennsylvania State University	phd	Physics	offer
952	106.0	327.0	Applied Physics	3.728	Johns Hopkins University	phd	Physics	reject
952	106.0	327.0	Applied Physics	3.728	University of Maryland  College Park	phd	Physics	reject
952	106.0	327.0	Applied Physics	3.728	SUNY Stony Brook University	phd	Physics	ad
952	106.0	327.0	Applied Physics	3.728	Duke University	phd	Physics	reject
952	106.0	327.0	Applied Physics	3.728	Georgia Institute of Technology	phd	Physics	reject
952	106.0	327.0	Applied Physics	3.728	University of California  Irvine	phd	Physics	reject
952	106.0	327.0	Applied Physics	3.728	University of California  Davis	phd	Physics	reject
952	106.0	327.0	Applied Physics	3.728	Boston University	phd	Physics	reject
952	106.0	327.0	Applied Physics	3.728	Purdue University	phd	Physics	offer
952	106.0	327.0	Applied Physics	3.728	Washington University in St Louis	phd	Physics	offer
952	106.0	327.0	Applied Physics	3.728	University of Texas  Dallas	phd	Physics	offer
953	110.0	335.0	Advertising	3.84	Northwestern University	ms	Integrated Marketing Communication	ad
954	105.0	328.0	Microelectronics	3.56	Kellogg School of Management at Northwestern University	phd	MEDS	offer
955	98.0	325.0	automation	3.5180000000000002	Rice University	meng	Electrical and Electronics Engineering	ad
955	98.0	325.0	automation	3.5180000000000002	University of Southern California	ms	Electrical and Electronics Engineering	ad
955	98.0	325.0	automation	3.5180000000000002	Ohio State University	ms	Electrical and Electronics Engineering	ad
956	104.0	311.0	English translation	3.78	Middlebury Institute of International St	ma	Linguistics Interpretation and Translation	ad
956	104.0	311.0	English translation	3.78	Wake Forest University	ma	Linguistics Interpretation and Translation	ad
956	104.0	311.0	English translation	3.78	University of Illinois at UrbanaChampai	ma	Linguistics Interpretation and Translation	ad
956	104.0	311.0	English translation	3.78	SUNY Binghamton University	ma	Linguistics Interpretation and Translation	ad
957	106.0	322.0	EE	3.28	New York University	ms	Computer Science	reject
957	106.0	322.0	EE	3.28	Stevens Institute of Technology	ms	Computer Science	ad
958	100.0	323.0	Chemical industry	3.4	Cornell University	meng	Chemical Engineering	ad
958	100.0	323.0	Chemical industry	3.4	Carnegie Mellon University	ms	Chemical Engineering	ad
958	100.0	323.0	Chemical industry	3.4	Johns Hopkins University	ms	Chemical Engineering	ad
959	113.0	326.0	Food Science	3.81	Tufts University	ms	Food policy  applied nutrition	ad
959	113.0	326.0	Food Science	3.81	University of Michigan  Ann Arbor	mph	Nutritional Science	ad
959	113.0	326.0	Food Science	3.81	George Washington University	mph	Health Policy	ad
959	113.0	326.0	Food Science	3.81	University of Maryland  College Park	mph	Community and family health	ad
959	113.0	326.0	Food Science	3.81	Yale University	mph	Health Policy	reject
959	113.0	326.0	Food Science	3.81	Cornell University	ms	Nutritional Science	ad
960	100.0	321.0	Pharmaceutical engineering	3.6092	Carnegie Mellon University	ms	Computational biology	ad
961	96.0	321.0	CS	3.48	University of Michigan  Ann Arbor	ms	Computer Science	ad
962	104.0	327.0	Economics	3.94	University of Rochester	phd	Economics and Econometrics	offer
963	95.0	318.0	Pharmaceutical engineering	3.45	Carnegie Mellon University	ms	Bioengineering and Biomedical Engineering	ad
964	101.0	314.0	Animal medicine	3.84	University of Maryland  College Park	phd	Animal Sciences	offer
965	106.0	327.0	food	3.56	Johns Hopkins University	mhs	Epidemiology	ad
966	102.0	323.0	Environmental science	3.44	University of Pennsylvania	ms	Environmental Studies	ad
966	102.0	323.0	Environmental science	3.44	University of California  Los Angeles	ms	Environmental Health	ad
966	102.0	323.0	Environmental science	3.44	University of Michigan  Ann Arbor	ms	SNRE	ad
966	102.0	323.0	Environmental science	3.44	Yale University	ms	Environmental Health	reject
966	102.0	323.0	Environmental science	3.44	University of California  Berkeley	ms	Environmental Health	reject
966	102.0	323.0	Environmental science	3.44	University of California  Santa Barbara	ms	MEM	ad
966	102.0	323.0	Environmental science	3.44	Eidgenossische Technische Hochschule Zr	ms	Environmental sciences	ad
966	102.0	323.0	Environmental science	3.44	Duke University	ms	MEM	ad
967	96.0	326.0	polymer material and engineering	3.534	University of Cincinnati	phd	Chemical Engineering	offer
967	96.0	326.0	polymer material and engineering	3.534	SUNY Stony Brook University	phd	Materials Engineering	ad
968	89.0	315.0	Chemistry	3.48	University of Houston	phd	Chemistry	offer
969	100.0	320.0	Architecture	3.53	University of Illinois at UrbanaChampaign	march	Architecture	offer
969	100.0	320.0	Architecture	3.53	The University of Sheffield	ma	Architecture	ad
970	108.0	331.0	Translation (localization)	3.85	George Washington University	ms	Computer Science	ad
971	98.0	321.0	electronic	3.4824	University of California  San Diego	ms	Electrical and Electronics Engineering	ad
971	98.0	321.0	electronic	3.4824	University of Maryland  College Park	ms	Electrical and Electronics Engineering	ad
971	98.0	321.0	electronic	3.4824	University of Southern California	ms	Electrical and Electronics Engineering	ad
971	98.0	321.0	electronic	3.4824	Northwestern University	ms	Electrical and Electronics Engineering	ad
973	114.0	316.0	English	3.58	University of Wisconsin	ms	Curriculum and Instruction	ad
974	97.0	317.0	Biological Engineering	3.67	Case Western Reserve University	phd	Biochemistry and Molecular Biology	reject
974	97.0	317.0	Biological Engineering	3.67	University of Rochester	phd	Biology and Biological Sciences	reject
975	100.0	308.0	English	3.404	Boston University	med	TESOL	ad
976	108.0	324.0	Materials Science and Engineering	3.56	Purdue University	phd	Chemical Engineering	offer
977	104.0	320.0	anthropology	3.78	Cornell University	ms	Public Administration	ad
977	104.0	320.0	anthropology	3.78	University of Southern California	ms	Public Administration	offer
978	110.0	330.0	financial	3.38	Boston University	ms	Advertising	ad
978	110.0	330.0	financial	3.38	Johns Hopkins University	ms	Marketing	ad
978	110.0	330.0	financial	3.38	University of Southern California	ms	Digital Social Media	ad
978	110.0	330.0	financial	3.38	University of Southern California	mcg	Communication management	ad
978	110.0	330.0	financial	3.38	Columbia University	ms	Strategic Communication	reject
978	110.0	330.0	financial	3.38	Georgetown University	ma	CCT	ad
978	110.0	330.0	financial	3.38	Northwestern University	ms	IMC	reject
979	103.0	322.0	Advertising	3.52	North Carolina State University	ma	Communication and Media Studies	reject
980	108.0	321.0	economic	3.835	London School of Economics and Political Science	ms	Business Administration and Management	ad
980	108.0	321.0	economic	3.835	Imperial College London	ms	innovation entrepreneurshipmanagement	offer
980	108.0	321.0	economic	3.835	University College London	ms	Entrepreneurship	offer
980	108.0	321.0	economic	3.835	University College London	ms	Business Administration and Management	offer
980	108.0	321.0	economic	3.835	New York University	ma	digital media design for learning	offer
980	108.0	321.0	economic	3.835	Harvard University	med	Technology innovation and education	reject
980	108.0	321.0	economic	3.835	University of Pennsylvania	med	Learning science and Technologies	ad
980	108.0	321.0	economic	3.835	Columbia University	ma	Instructional Technology and Media	offer
980	108.0	321.0	economic	3.835	University of Cambridge	mphil	real estate fiance	offer
981	87.0	304.0	computer science and Technology	3.2804	University of Southern California	ms	Computer Science	ad
982	91.0	313.0	Transportation	3.15	University of Florida	ms	Industrial Engineering	ad
983	98.0	308.0	Administration	3.1	University of Washington	ma	MPA	offer
984	116.0	336.0	English literature	3.0	University of Chicago	ma	MAPH	ad
985	97.0	328.0	applied mathematics	3.567	University of Missouri	ms	Computational and Applied Mathematics	ad
985	97.0	328.0	applied mathematics	3.567	Northeastern University	ms	Computational and Applied Mathematics	ad
985	97.0	328.0	applied mathematics	3.567	Virginia Tech	ms	Mathematics	reject
986	105.0	316.0	Town and Country Planning	3.46	Carnegie Mellon University	ma	urban design	ad
986	105.0	316.0	Town and Country Planning	3.46	University of Michigan  Ann Arbor	ma	urban design	ad
986	105.0	316.0	Town and Country Planning	3.46	Washington University in St Louis	ma	urban design	offer
986	105.0	316.0	Town and Country Planning	3.46	Delft University of Technology	ma	urbanism	ad
987	100.0	319.0	EE	3.63	Ohio State University	ma	Computer Science	ad
988	101.0	324.0	Chemistry	3.4156	University of Georgia	phd	Chemistry	offer
988	101.0	324.0	Chemistry	3.4156	University of Connecticut	phd	Chemistry	offer
988	101.0	324.0	Chemistry	3.4156	University of Illinois at Chicago	phd	Chemistry	offer
988	101.0	324.0	Chemistry	3.4156	University of Florida	phd	Chemistry	offer
988	101.0	324.0	Chemistry	3.4156	Duke University	ms	Bioengineering and Biomedical Engineering	ad
988	101.0	324.0	Chemistry	3.4156	University of North Carolina at Chapel Hill	phd	Bioengineering and Biomedical Engineering	ad
